Fecha;Arbitro;Local;Visita;GL;GV;PL;PV;RemL;RemV;RpL;RpV;RfL;RfV;RbL;RbV;CL;CV;OffL;OffV;ArqL;ArqV;FL;FV;RL;RV;AL;AV;TpL;TpV;BkL;BkV;AtaqL;AtaqV;DAtaqL;DAtaqV
27.07.2022 20:00;Zamora J. (Per);César Vallejo;Universitario;1;0;42%;58%;13;20;7;3;4;11;2;6;3;7;3;4;3;6;24;14;0;0;6;1;324;435;23;18;62;94;37;57
27.07.2022 17:30;Alarcon J. (Per);Cienciano;Binacional;1;1;66%;34%;31;8;9;4;17;3;5;1;11;2;1;1;3;8;11;17;0;0;1;3;435;242;13;15;129;81;116;38
27.07.2022 15:15;Cartagena J. (Per);Dep. Municipal;ADT Tarma;1;0;60%;40%;14;13;5;5;6;7;3;1;5;5;3;1;5;4;17;18;0;0;3;3;421;273;17;17;116;119;73;86
27.07.2022 15:00;Villegas H. (Per);Carlos Stein;Sport Boys;3;2;47%;53%;6;7;5;3;1;4;-;-;6;5;-;-;1;2;-;-;0;0;2;3;-;-;-;-;98;130;53;88
27.07.2022 13:00;Cori V. (Per);San Martín;Ayacucho;3;3;48%;52%;11;13;7;7;2;4;2;2;7;5;2;4;4;4;22;14;1;0;3;2;301;312;14;6;88;105;61;77
27.07.2022 11:00;Villanueva A. (Per);Alianza Lima;Alianza Atl.;1;0;65%;35%;14;10;4;2;6;7;4;1;7;5;0;0;2;3;16;14;0;0;4;4;426;223;20;9;-;-;-;-
26.07.2022 17:30;Legario F. (Per);Sport Huancayo;Carlos Mannucci;4;0;56%;44%;31;8;12;1;12;4;7;3;7;3;1;1;1;8;15;10;0;0;3;4;437;342;12;8;113;99;77;57
26.07.2022 15:15;Blas W. (Per);UTC;Sporting Cristal;0;2;44%;56%;20;15;4;7;12;7;4;1;9;4;2;3;5;4;13;12;0;0;1;2;290;398;11;8;101;101;88;64
26.07.2022 13:00;Seminario L. (Per);AD Cantolao;Grau;1;2;49%;51%;8;11;2;5;3;2;3;4;4;3;1;4;3;1;18;15;0;0;3;4;413;427;24;23;111;100;66;62
24.07.2022 18:00;Perez R. B. (Per);Binacional;Dep. Municipal;2;0;59%;41%;14;8;8;3;6;3;0;2;7;3;8;1;3;6;14;4;0;0;3;1;534;373;11;8;131;85;107;32
24.07.2022 15:30;Ureta D. (Per);Universitario;Carlos Stein;2;0;67%;33%;23;8;5;0;9;5;9;3;9;4;1;0;0;3;16;14;0;0;3;5;521;259;28;18;122;82;112;50
24.07.2022 15:00;Lozano S. (Per);ADT Tarma;Cienciano;0;1;55%;45%;5;8;1;3;4;5;-;-;10;3;-;-;2;1;-;-;0;1;3;5;-;-;-;-;109;80;91;55
23.07.2022 18:00;Ortega K. (Per);Melgar;Sport Huancayo;1;0;45%;55%;18;6;7;1;6;4;5;1;4;5;3;4;1;6;12;12;0;0;3;2;321;384;16;19;125;123;81;78
23.07.2022 15:30;Garay L. (Per);Carlos Mannucci;Alianza Lima;0;1;48%;52%;12;11;2;7;6;3;4;1;3;7;1;2;6;2;16;14;0;0;2;1;426;458;18;18;98;125;66;87
23.07.2022 13:15;Lopez Ramos P. (Esp);Sport Boys;San Martín;2;0;48%;52%;8;10;2;3;5;5;1;2;6;6;4;1;3;0;15;18;0;0;2;4;329;345;19;16;90;103;67;75
23.07.2022 13:00;Segura R. (Per);Grau;UTC;3;1;53%;47%;7;4;5;2;2;2;-;-;8;3;-;-;1;2;-;-;0;0;2;2;-;-;-;-;99;84;68;43
23.07.2022 11:00;Espinoza M. (Per);Alianza Atl.;AD Cantolao;3;1;43%;57%;14;16;6;5;4;3;4;8;6;5;4;0;4;3;16;9;0;0;6;3;320;434;17;18;93;96;61;78
22.07.2022 15:00;Ordonez E. (Per);Ayacucho;César Vallejo;0;1;70%;30%;21;10;5;3;10;6;6;1;15;4;2;1;2;5;10;14;0;0;1;3;507;237;22;11;181;97;166;53
18.07.2022 15:30;Quiroz J. C. (Per);UTC;Alianza Atl.;2;1;61%;39%;24;8;8;4;13;4;3;0;10;5;1;2;3;6;14;13;1;0;3;5;355;238;12;8;114;63;102;53
17.07.2022 15:30;Alarcon J. (Per);Melgar;Sporting Cristal;0;1;66%;34%;17;6;2;5;11;1;4;0;13;2;1;3;4;2;16;12;0;0;2;3;485;246;11;11;126;79;109;46
17.07.2022 13:15;Perez R. B. (Per);Alianza Lima;Sport Boys;3;1;50%;50%;12;10;6;4;6;6;0;0;7;3;2;1;3;3;18;19;1;0;2;4;404;395;18;13;99;92;60;57
17.07.2022 13:00;Espinoza M. (Per);Carlos Stein;Ayacucho;2;2;48%;52%;6;9;2;6;4;3;-;-;3;4;-;-;4;0;-;-;0;0;2;4;-;-;-;-;13;13;6;4
17.07.2022 11:00;Ortega K. (Per);AD Cantolao;Binacional;1;0;58%;42%;13;6;4;1;5;3;4;2;3;2;0;2;1;3;20;11;0;0;5;4;501;365;31;31;129;106;74;67
16.07.2022 18:00;Ordonez E. (Per);Sport Huancayo;Grau;1;1;59%;41%;14;17;6;5;4;10;4;2;2;11;3;2;4;5;7;17;0;1;3;4;443;279;14;15;123;91;68;80
16.07.2022 15:30;Espinoza J. (Per);San Martín;Universitario;0;4;34%;66%;6;27;4;11;1;6;1;10;5;6;1;2;7;4;18;15;0;0;4;2;279;552;13;15;94;109;52;69
16.07.2022 13:00;Huamani J. (Per);César Vallejo;ADT Tarma;3;2;71%;29%;23;10;10;4;7;4;6;2;10;3;3;2;2;7;16;8;0;0;1;0;492;205;7;17;114;95;100;68
15.07.2022 15:30;Blas A. (Per);Dep. Municipal;Cienciano;0;0;45%;55%;8;15;6;3;1;7;1;5;2;4;2;6;3;6;12;14;0;0;3;3;382;447;25;20;82;121;47;79
11.07.2022 15:15;Lopez P. (Per);Binacional;San Martín;4;0;63%;37%;27;8;9;2;11;3;7;3;11;1;1;1;2;5;16;6;0;0;1;1;414;251;13;15;107;80;99;26
11.07.2022 13:00;Seminario L. (Per);Sport Boys;UTC;3;0;54%;46%;7;12;5;2;2;6;0;4;2;5;1;4;2;2;18;18;0;1;2;4;415;342;21;20;114;117;58;92
10.07.2022 15:30;Barbagelatta G. (Per);Universitario;AD Cantolao;1;1;68%;32%;13;6;6;2;6;3;1;1;6;1;2;1;1;5;19;14;0;0;3;3;652;310;23;18;169;103;83;39
10.07.2022 15:00;Garay Evia L. (Per);ADT Tarma;Carlos Stein;1;0;53%;47%;8;2;2;0;6;2;-;-;11;5;-;-;0;1;-;-;0;0;1;4;-;-;-;-;109;54;96;38
10.07.2022 13:15;Lozano S. (Per);Carlos Mannucci;Melgar;0;1;41%;59%;2;23;1;7;1;11;0;5;2;14;2;2;6;1;17;14;1;1;5;3;254;349;24;8;79;106;41;115
10.07.2022 13:00;Huaman D. (Per);Grau;Alianza Lima;1;2;51%;49%;8;5;2;3;6;2;0;0;5;4;-;-;1;1;-;-;0;0;2;1;-;-;-;-;115;123;89;74
09.07.2022 18:00;Vasquez B. (Per);Cienciano;César Vallejo;2;0;48%;52%;18;20;4;3;11;13;3;4;5;10;6;1;3;2;9;6;0;0;1;0;328;338;13;8;106;105;66;72
09.07.2022 15:15;Legario F. (Per);Ayacucho;Dep. Municipal;1;1;60%;40%;17;3;3;1;9;2;5;0;10;3;2;0;0;2;18;18;1;0;5;3;412;301;19;26;140;83;131;45
09.07.2022 13:00;Villegas H. (Per);Sporting Cristal;Sport Huancayo;4;3;47%;53%;19;18;6;6;7;4;6;8;5;5;4;3;3;2;18;11;0;1;4;5;384;432;22;8;79;100;57;82
03.07.2022 20:00;Garay L. (Per);Universitario;UTC;1;0;66%;34%;13;11;7;3;4;5;2;3;2;2;2;3;3;6;16;18;0;0;2;3;571;308;13;21;160;99;83;66
03.07.2022 15:00;Ureta D. (Per);ADT Tarma;Alianza Lima;1;1;54%;46%;13;5;4;1;9;4;-;-;6;2;-;-;0;3;-;-;0;0;2;4;-;-;-;-;110;102;85;50
03.07.2022 15:00;Espinoza M. (Per);Alianza Atl.;Melgar;0;0;47%;53%;9;9;3;2;6;6;0;1;3;7;2;2;2;3;13;12;1;1;4;6;266;305;15;16;74;104;43;86
03.07.2022 15:00;Cartagena J. (Per);Sport Boys;Sport Huancayo;2;3;45%;55%;16;12;6;8;7;2;3;2;1;1;3;4;5;4;15;23;1;0;3;5;355;446;17;25;95;117;66;70
03.07.2022 12:00;Cori V. (Per);Carlos Mannucci;Sporting Cristal;1;3;48%;52%;15;17;6;4;5;7;4;6;5;9;1;1;1;5;20;14;0;0;1;3;334;353;15;16;104;99;71;83
02.07.2022 18:00;Ordonez E. (Per);Binacional;Carlos Stein;3;0;66%;34%;25;9;11;5;13;3;1;1;12;4;3;1;5;8;11;8;0;0;1;3;470;242;4;11;125;84;112;30
02.07.2022 15:15;-;Cienciano;San Martín;5;3;62%;38%;24;6;7;4;15;2;2;0;4;2;4;1;1;2;17;13;0;0;3;5;358;234;12;15;111;92;96;48
02.07.2022 13:00;Villanueva A. (Per);Dep. Municipal;César Vallejo;1;4;52%;48%;11;18;2;9;4;7;5;2;4;6;5;4;5;1;10;26;1;0;2;5;420;381;31;15;87;90;65;59
01.07.2022 15:30;Alarcon J. (Per);Ayacucho;AD Cantolao;1;2;51%;49%;15;13;4;4;8;7;3;2;2;4;2;2;2;3;27;11;2;0;6;1;288;286;16;14;117;104;79;51
27.06.2022 15:30;Ciriaco L. (Per);San Martín;Dep. Municipal;1;1;39%;61%;7;16;3;5;4;4;0;7;6;4;5;3;4;2;21;22;0;1;2;4;277;454;20;23;107;125;81;71
26.06.2022 18:00;Lozano C. (Arg);Alianza Lima;Ayacucho;2;0;62%;38%;15;11;7;1;6;6;2;4;4;5;3;2;1;5;19;24;0;0;2;4;465;269;18;20;122;87;77;66
26.06.2022 15:30;Alarcon J. (Per);Sport Huancayo;Universitario;2;0;59%;41%;16;8;6;1;5;4;5;3;2;4;2;2;1;4;11;10;0;0;0;0;440;300;17;9;110;79;64;60
26.06.2022 13:15;Perez R. B. (Per);César Vallejo;Binacional;4;0;57%;43%;21;7;8;2;7;3;6;2;7;2;1;1;2;4;23;14;0;0;2;1;497;389;23;36;106;109;62;54
26.06.2022 13:00;Villegas H. (Per);Carlos Stein;Cienciano;2;2;46%;54%;3;8;3;5;0;3;-;-;6;6;-;-;3;1;-;-;0;0;2;4;-;-;-;-;96;125;60;85
26.06.2022 11:00;Seminario L. (Per);AD Cantolao;ADT Tarma;3;0;62%;38%;19;5;8;1;6;2;5;2;11;3;5;1;1;5;13;20;0;0;2;5;445;273;20;26;122;103;112;77
25.06.2022 15:30;Ordonez E. (Per);Sporting Cristal;Alianza Atl.;1;0;65%;35%;19;18;11;6;3;10;5;2;8;7;3;1;6;10;13;17;0;0;1;3;495;253;17;8;103;78;81;62
24.06.2022 19:00;Cartagena J. (Per);Melgar;Grau;1;0;51%;49%;19;10;6;2;9;5;4;3;11;3;2;0;2;5;10;9;0;0;1;3;369;363;15;16;129;111;87;50
24.06.2022 15:30;Chambi J. (Per);UTC;Carlos Mannucci;1;2;57%;43%;14;19;5;3;3;9;6;7;10;7;4;0;1;4;13;12;0;0;3;5;379;293;12;14;97;92;91;63
20.06.2022 15:00;Perez R. B. (Per);Ayacucho;Sport Huancayo;1;1;41%;59%;10;22;4;7;6;10;0;5;5;10;4;4;6;3;18;15;0;1;2;2;301;437;20;16;105;106;70;97
19.06.2022 15:20;Espinoza M. (Per);Binacional;Alianza Lima;1;0;56%;44%;24;6;9;0;9;4;6;2;8;2;6;1;0;8;13;11;0;1;3;5;414;331;13;19;125;89;93;38
19.06.2022 15:00;Segura R. (Per);ADT Tarma;UTC;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;-;-;-;-;-;-;-;-
19.06.2022 13:10;Espinoza J. (Per);Alianza Atl.;Carlos Mannucci;0;0;54%;46%;19;7;2;1;14;4;3;2;5;8;1;2;1;2;14;12;1;0;5;4;378;309;19;19;99;111;70;72
19.06.2022 13:00;Ureta D. (Per);Grau;Sporting Cristal;0;2;49%;51%;8;7;1;4;7;3;-;-;6;6;-;-;2;1;-;-;0;0;1;4;-;-;-;-;99;111;70;72
19.06.2022 11:00;Garay L. (Per);Sport Boys;Melgar;0;1;50%;50%;14;16;3;6;7;8;4;2;4;10;1;5;5;3;17;15;0;0;1;3;369;375;30;26;113;104;71;86
18.06.2022 19:30;Quiroz J. (Per);César Vallejo;San Martín;2;0;58%;42%;16;4;7;1;5;2;4;1;6;6;2;5;1;5;13;12;0;0;2;1;497;343;10;20;127;118;70;68
18.06.2022 15:30;-;Cienciano;AD Cantolao;1;0;65%;35%;20;10;9;2;8;5;3;3;8;3;4;0;2;8;14;10;0;1;4;1;403;220;13;15;112;90;94;36
18.06.2022 13:15;-;Dep. Municipal;Carlos Stein;1;1;72%;28%;22;8;6;2;12;6;4;0;8;2;3;5;1;5;11;9;0;0;1;3;693;264;14;20;124;69;110;37
05.06.2022 15:30;Zamora J. (Per);Sport Huancayo;Alianza Lima;2;0;59%;41%;15;6;6;2;8;1;1;3;5;7;0;3;2;4;9;19;0;0;1;4;344;230;15;9;96;82;77;57
05.06.2022 13:00;Lopez Ramos P. (Esp);Sporting Cristal;Sport Boys;3;0;49%;51%;8;18;3;3;3;11;2;4;11;9;3;1;3;0;15;12;0;0;1;1;394;401;16;19;81;106;72;84
31.05.2022 15:00;Garay L. (Per);UTC;Binacional;2;0;49%;51%;15;15;6;3;5;5;4;7;3;4;1;1;3;4;20;7;0;0;3;0;383;397;16;22;98;112;68;65
30.05.2022 19:00;Perez R. B. (Per);Alianza Lima;Cienciano;1;0;49%;51%;11;11;4;2;5;5;2;4;6;5;0;2;2;3;19;17;0;0;3;3;312;322;25;13;87;99;62;80
30.05.2022 15:30;Ordonez E. (Per);Sport Huancayo;Alianza Atl.;4;1;68%;32%;18;18;3;5;9;10;6;3;9;2;1;2;4;0;9;10;0;0;1;3;547;258;10;15;110;79;87;47
29.05.2022 15:30;Espinoza M. (Per);Melgar;Universitario;2;0;57%;43%;25;4;12;0;11;2;2;2;8;1;1;3;0;10;16;10;0;0;3;4;413;316;15;12;70;59;78;44
29.05.2022 13:00;Zamora J. (Per);Carlos Stein;César Vallejo;1;2;46%;54%;6;16;3;4;3;12;-;-;4;4;-;-;2;2;-;-;0;0;2;1;-;-;-;-;68;89;35;60
29.05.2022 11:00;Ureta D. (Per);AD Cantolao;Dep. Municipal;0;2;38%;62%;6;18;1;7;3;6;2;5;1;5;1;2;5;1;16;21;0;0;5;3;300;509;15;18;85;111;47;68
28.05.2022 18:00;Menendez A. (Per);Carlos Mannucci;Grau;1;0;45%;55%;14;11;7;5;3;4;4;2;2;13;6;0;5;6;8;23;0;1;3;6;307;361;10;14;106;94;63;81
28.05.2022 11:00;-;San Martín;ADT Tarma;2;0;38%;62%;8;16;3;6;3;6;2;4;4;7;2;5;6;1;23;9;0;0;3;1;270;413;25;23;87;108;64;96
22.05.2022 18:00;Alarcon J. (Per);Binacional;Sport Huancayo;1;0;51%;49%;22;18;3;4;15;7;4;7;5;1;2;0;4;2;13;12;1;0;2;2;393;383;17;19;137;137;87;76
22.05.2022 15:30;Perez R. B. (Per);Ayacucho;Melgar;0;1;35%;65%;10;15;2;6;7;5;1;4;5;7;3;5;5;2;10;11;0;0;3;3;223;440;20;15;99;128;70;87
22.05.2022 13:15;Villanueva A. (Per);Sport Boys;Carlos Mannucci;1;4;57%;43%;27;14;10;7;11;6;6;1;4;6;0;5;3;9;10;14;1;1;0;5;382;280;22;17;114;99;84;70
22.05.2022 13:00;Villegas H. (Per);Grau;Alianza Atl.;1;2;57%;43%;8;5;3;3;5;2;-;-;5;2;-;-;1;2;-;-;0;0;0;4;-;-;-;-;73;68;48;24
22.05.2022 11:00;Lopez P. (Per);Dep. Municipal;Alianza Lima;0;3;62%;38%;25;13;4;4;14;6;7;3;14;3;3;3;1;4;11;18;0;0;3;4;473;287;19;22;110;70;99;46
21.05.2022 19:00;Ortega K. (Per);Universitario;Sporting Cristal;1;1;39%;61%;12;11;5;6;6;4;1;1;10;1;1;3;5;4;16;11;0;0;1;3;305;489;16;12;87;119;61;60
21.05.2022 15:30;Zamora J. (Per);Cienciano;UTC;3;2;66%;34%;18;11;9;3;5;5;4;3;6;5;2;0;1;6;12;16;0;0;2;4;444;229;15;11;98;77;70;54
21.05.2022 13:15;Vasquez B. (Per);San Martín;Carlos Stein;3;1;46%;54%;9;10;6;2;1;6;2;2;5;10;2;1;1;3;11;15;0;0;1;4;347;387;25;23;65;58;57;69
20.05.2022 19:30;Garay L. (Per);César Vallejo;AD Cantolao;0;1;68%;32%;16;9;4;2;9;7;3;0;8;3;0;3;1;4;15;15;0;0;1;3;528;241;6;17;139;93;97;47
16.05.2022 11:00;Lopez R. (Per);Carlos Stein;Grau;1;1;45%;55%;6;4;5;3;1;1;-;-;4;10;-;-;2;4;-;-;0;0;2;4;-;-;-;-;73;88;42;50
15.05.2022 18:00;Espinoza J. (Per);Sport Huancayo;Cienciano;3;3;64%;36%;21;14;7;7;10;5;4;2;12;2;1;7;4;4;14;14;1;1;4;2;361;212;10;15;115;90;102;50
15.05.2022 15:30;Villegas H. (Per);Carlos Mannucci;Universitario;0;0;47%;53%;10;4;1;1;7;2;2;1;1;4;1;1;1;1;14;19;0;0;3;4;342;384;13;13;121;114;63;51
15.05.2022 13:15;Legario F. (Per);Alianza Atl.;Sport Boys;1;2;54%;46%;17;13;5;5;7;6;5;2;3;0;4;0;3;4;19;16;0;1;2;4;375;323;19;19;116;124;82;58
14.05.2022 19:00;Alarcon J. (Per);Alianza Lima;César Vallejo;2;0;48%;52%;12;13;7;4;3;5;2;4;3;6;0;1;4;5;19;15;0;1;1;2;372;402;18;16;107;115;58;55
14.05.2022 15:30;Ortega K. (Per);UTC;Dep. Municipal;4;3;32%;68%;18;14;9;8;7;3;2;3;4;6;3;2;5;5;6;15;0;1;0;2;248;526;16;12;60;77;60;67
14.05.2022 13:15;Ureta D. (Per);AD Cantolao;San Martín;2;2;54%;46%;9;12;3;3;5;8;1;1;3;3;2;3;1;1;19;18;0;1;4;6;356;299;22;23;118;131;65;85
13.05.2022 15:30;Seminario L. (Per);Melgar;ADT Tarma;3;0;70%;30%;18;3;5;1;9;1;4;1;13;5;2;1;1;3;15;13;0;0;0;3;486;204;20;13;133;67;126;61
13.05.2022 13:15;Lozano Segado J. (Esp);Sporting Cristal;Ayacucho;3;2;68%;32%;15;15;8;4;5;7;2;4;5;6;8;3;2;5;12;15;0;0;0;2;585;261;12;13;70;54;70;60
09.05.2022 15:30;Barbagelatta G. (Per);San Martín;Alianza Lima;0;1;33%;67%;8;15;2;3;1;8;5;4;10;11;2;1;2;2;22;16;0;0;1;1;239;501;16;20;85;115;76;100
08.05.2022 18:00;Perez R. B. (Per);Binacional;Melgar;0;1;49%;51%;10;17;1;4;8;7;1;6;3;4;0;0;3;1;9;12;1;0;2;1;400;416;14;18;118;115;71;82
08.05.2022 15:30;Legario F. (Per);Ayacucho;Carlos Mannucci;2;2;62%;38%;28;16;7;6;11;9;10;1;17;2;3;3;4;5;10;5;0;0;1;2;430;287;15;13;113;89;117;54
08.05.2022 15:00;Ortega K. (Per);ADT Tarma;Sporting Cristal;1;1;47%;53%;7;11;3;2;4;9;-;-;9;17;-;-;1;2;-;-;0;0;3;0;-;-;-;-;102;102;93;119
08.05.2022 13:15;Alarcon J. (Per);Dep. Municipal;Sport Huancayo;0;1;62%;38%;10;11;3;3;5;5;2;3;3;6;5;4;2;3;16;17;0;0;2;1;481;286;19;17;96;79;59;68
08.05.2022 11:00;Seminario L. (Per);Carlos Stein;AD Cantolao;2;1;52%;48%;8;4;2;2;6;2;-;-;7;3;-;-;1;0;-;-;0;0;3;5;-;-;-;-;149;122;88;59
07.05.2022 19:30;Lopez P. (Per);César Vallejo;UTC;3;1;59%;41%;13;10;4;1;3;4;6;5;3;2;4;4;0;1;18;10;0;0;1;3;490;339;16;21;71;75;56;63
07.05.2022 15:30;-;Universitario;Alianza Atl.;3;1;64%;36%;14;16;6;3;7;9;1;4;4;2;1;0;2;3;21;17;0;1;4;4;442;247;17;20;97;87;56;54
07.05.2022 13:15;Menendez A. (Per);Sport Boys;Grau;2;1;39%;61%;10;12;4;3;2;7;4;2;3;9;5;3;2;2;11;20;1;1;3;6;287;445;21;19;92;106;52;88
02.05.2022 15:30;Legario F. (Per);UTC;San Martín;3;1;64%;36%;12;11;4;4;5;6;3;1;10;3;5;3;3;1;16;14;0;0;3;3;464;258;22;19;82;63;77;57
02.05.2022 13:15;Barbagelatta G. (Per);AD Cantolao;Sport Boys;0;1;49%;51%;17;12;4;3;8;2;5;7;9;4;2;6;2;4;18;16;0;1;3;4;340;361;11;19;74;63;79;66
01.05.2022 18:00;Cartagena J. (Per);Sport Huancayo;César Vallejo;1;1;60%;40%;19;17;2;6;10;10;7;1;10;7;4;0;5;1;10;13;0;0;1;3;381;248;15;11;108;79;95;53
01.05.2022 15:30;Villegas H. (Per);Alianza Lima;Carlos Stein;5;2;60%;40%;21;10;8;4;8;5;5;1;6;4;6;2;2;3;20;13;1;1;5;5;467;300;18;14;133;99;78;58
01.05.2022 13:15;Huaman D. (Per);Carlos Mannucci;ADT Tarma;1;1;67%;33%;29;8;7;4;16;1;6;3;17;2;0;1;3;6;18;14;0;0;5;2;436;240;20;17;73;69;99;45
01.05.2022 13:00;Seminario L. (Per);Grau;Universitario;0;1;54%;46%;5;7;2;3;2;2;1;2;1;6;0;3;2;2;12;15;0;0;0;2;282;237;10;14;68;56;38;31
01.05.2022 11:00;Alarcon J. (Per);Alianza Atl.;Ayacucho;2;1;54%;46%;12;14;2;5;6;5;4;4;4;2;0;2;4;0;21;21;0;0;0;1;349;298;19;29;110;111;63;55
30.04.2022 15:30;Espinoza M. (Per);Melgar;Cienciano;1;0;65%;35%;14;10;4;3;6;5;4;2;8;3;1;2;3;3;16;8;0;1;2;5;447;244;18;24;71;66;82;62
30.04.2022 13:15;Menendez A. (Per);Sporting Cristal;Binacional;1;0;63%;37%;15;12;5;2;6;6;4;4;11;0;2;2;2;4;18;12;1;0;5;4;537;312;8;15;126;99;104;51
24.04.2022 15:30;Espinoza M. (Per);Universitario;Sport Boys;1;1;61%;39%;25;12;5;3;12;8;8;1;8;3;1;0;2;4;13;10;1;0;2;4;461;294;23;25;67;56;69;45
24.04.2022 15:00;Garay Evia L. (Per);ADT Tarma;Alianza Atl.;1;2;55%;45%;4;7;2;2;2;5;-;-;8;5;2;1;0;1;14;17;1;0;2;4;-;-;-;-;110;87;68;40
24.04.2022 12:30;Ureta D. (Per);San Martín;Sport Huancayo;1;1;44%;56%;9;15;2;2;5;4;2;9;6;6;0;2;1;1;14;15;0;0;4;2;361;460;17;18;48;74;55;74
24.04.2022 11:00;Ciriaco L. (Per);Carlos Stein;UTC;2;0;44%;56%;13;7;6;5;7;2;-;-;3;11;-;-;5;4;-;-;0;1;2;4;-;-;-;-;93;113;50;70
23.04.2022 18:00;Cartagena J. (Per);Binacional;Carlos Mannucci;2;1;61%;39%;23;9;5;3;14;5;4;1;10;1;0;0;2;3;5;11;0;0;0;3;447;297;15;15;73;61;85;35
23.04.2022 15:30;Espinoza J. (Per);AD Cantolao;Alianza Lima;1;2;41%;59%;10;20;3;8;6;5;1;7;2;6;0;0;6;2;13;18;0;0;3;4;313;461;15;26;46;87;52;75
22.04.2022 19:00;Seminario L. (Per);Cienciano;Sporting Cristal;0;1;59%;41%;29;9;2;2;19;5;8;2;9;2;4;2;1;2;12;8;0;0;1;4;399;288;10;11;71;52;74;40
22.04.2022 15:30;Villegas H. (Per);Ayacucho;Grau;1;2;56%;44%;16;13;3;4;6;7;7;2;8;2;3;1;2;2;17;14;0;0;5;4;342;284;12;7;115;95;105;72
22.04.2022 13:15;Ortega K. (Arg);Dep. Municipal;Melgar;1;3;70%;30%;13;11;4;7;5;4;4;0;5;5;1;6;4;3;14;16;0;0;4;3;578;241;13;22;55;56;67;44
17.04.2022 19:00;Menendez A. (Per);Melgar;César Vallejo;1;0;58%;42%;22;4;7;0;11;2;4;2;8;1;2;1;0;6;13;11;0;1;2;6;423;309;16;22;67;60;93;44
17.04.2022 15:00;Ortega K. (Per);Universitario;Alianza Lima;1;4;53%;47%;14;13;3;7;7;4;4;2;7;7;2;0;3;2;12;18;0;0;2;4;382;341;29;10;112;94;85;60
17.04.2022 11:00;Cartagena J. (Per);Sport Boys;Ayacucho;1;0;41%;59%;11;14;4;3;4;6;3;5;3;7;4;2;3;3;19;14;0;0;3;2;299;441;23;18;104;130;55;87
16.04.2022 19:00;Garay L. (Per);Sport Huancayo;Carlos Stein;2;1;65%;35%;15;8;3;3;10;1;2;4;4;1;3;5;2;1;11;13;1;0;2;4;477;252;7;14;123;100;70;36
16.04.2022 15:30;Perez R. B. (Per);Sporting Cristal;Dep. Municipal;6;4;43%;57%;16;11;9;7;6;1;1;3;8;2;6;0;3;3;20;15;0;1;3;4;356;500;25;16;52;62;69;36
