Fecha;Arbitro;Local;Visita;GL;GV;PL;PV;RemL;RemV;RpL;RpV;RfL;RfV;RbL;RbV;CL;CV;OffL;OffV;ArqL;ArqV;FL;FV;RL;RV;AL;AV;TpL;TpV;BkL;BkV;AtaqL;AtaqV;DAtaqL;DAtaqV
01.08.2021 15:30;Alarcon J. (Per);Sport Boys;Alianza Lima;0;0;48%;52%;7;12;2;2;3;6;2;4;4;5;0;0;2;2;16;15;0;0;4;2;400;423;9;16;90;88;35;41
01.08.2021 13:15;Castaneda R. (Per);Binacional;Melgar;1;5;57%;43%;8;10;4;7;3;2;1;1;3;5;1;3;2;3;12;13;0;0;5;3;389;289;10;21;100;95;71;58
01.08.2021 11:00;Villegas H. (Per);Cusco;Alianza Huánuco;2;3;51%;49%;6;5;3;5;3;0;-;-;6;4;-;-;2;1;-;-;0;0;2;3;-;-;-;-;79;67;49;39
31.07.2021 15:30;Ordonez E. (Per);Sport Huancayo;UTC;0;0;55%;45%;7;6;2;2;3;2;2;2;5;2;1;2;2;2;11;23;0;0;2;3;454;377;13;15;103;102;66;64
31.07.2021 13:15;Menendez A. (Per);Universitario;Carlos Mannucci;1;3;68%;32%;17;7;8;6;6;1;3;0;11;1;0;2;3;7;13;16;0;0;5;4;534;263;17;17;120;56;71;17
31.07.2021 11:00;Quiroz J. (Per);César Vallejo;Alianza Atl.;2;0;62%;38%;12;7;3;3;5;1;4;3;3;4;2;2;3;1;17;21;0;0;1;3;510;311;11;17;95;99;62;71
30.07.2021 15:30;Cartagena J. (Per);Dep. Municipal;Sporting Cristal;1;1;40%;60%;11;9;5;3;5;5;1;1;3;5;0;1;2;4;21;15;0;0;2;2;271;406;19;9;67;80;51;62
30.07.2021 13:15;Garay L. (Per);San Martín;Cienciano;1;1;39%;61%;7;22;2;5;3;9;2;8;4;13;0;0;4;1;10;23;0;0;1;3;303;440;10;15;67;90;53;82
30.07.2021 11:00;Palomino M. (Per);AD Cantolao;Ayacucho;2;2;38%;62%;10;23;7;7;2;12;1;4;3;6;4;5;5;5;20;18;0;1;3;3;275;415;10;15;56;92;33;86
25.07.2021 15:30;Cartagena J. (Per);UTC;Universitario;0;1;47%;53%;14;4;1;3;7;1;6;0;9;3;1;0;2;1;22;11;0;0;3;1;358;425;14;18;77;86;43;35
25.07.2021 13:15;Perez R. B. (Per);Melgar;César Vallejo;1;1;47%;53%;11;13;5;3;6;7;0;3;5;0;1;2;2;4;21;12;0;0;0;1;319;371;22;8;92;105;70;63
25.07.2021 11:00;-;Cusco;Binacional;2;2;55%;45%;12;27;4;11;4;12;4;4;7;6;2;3;9;2;14;16;0;0;2;5;361;304;24;19;76;87;50;54
24.07.2021 15:30;Menendez A. (Per);Alianza Huánuco;Alianza Lima;0;0;38%;62%;10;14;3;6;4;5;3;3;4;8;0;0;6;3;12;10;0;0;4;1;363;581;16;10;80;105;27;40
24.07.2021 13:15;Espinoza J. (Per);Ayacucho;Sport Boys;1;2;53%;47%;8;16;3;3;5;8;0;5;5;8;2;2;1;2;17;16;0;0;3;6;342;309;11;3;80;73;27;34
24.07.2021 11:00;Palomino M. (Per);Alianza Atl.;Sport Huancayo;1;0;37%;63%;13;14;6;2;4;8;3;4;8;9;3;2;2;5;8;20;0;0;1;1;257;426;11;22;68;81;33;56
23.07.2021 15:30;Espinoza M. (Per);Carlos Mannucci;Dep. Municipal;1;2;51%;49%;13;11;5;6;5;3;3;2;2;3;0;0;4;4;17;18;0;0;2;6;387;369;18;13;90;90;28;26
23.07.2021 13:15;Alarcon J. (Per);Cienciano;AD Cantolao;0;0;51%;49%;16;7;3;0;9;5;4;2;5;3;1;0;0;3;15;15;0;0;1;2;444;434;17;17;81;79;43;29
19.07.2021 15:30;Garay Evia L. (Per);Universitario;Alianza Atl.;2;2;67%;33%;10;8;5;4;5;3;0;1;11;0;0;1;2;3;18;19;0;0;2;3;438;222;14;10;83;54;53;16
19.07.2021 13:15;Alarcon J. (Per);César Vallejo;Cusco;1;0;62%;38%;10;8;7;3;1;3;2;2;2;7;2;0;3;6;16;18;0;0;3;1;426;247;16;20;120;105;78;82
19.07.2021 11:00;Ordonez E. (Per);Binacional;Alianza Huánuco;1;1;49%;51%;10;7;2;3;8;4;-;-;12;8;1;4;2;1;20;14;0;0;2;2;-;-;-;-;93;87;66;50
18.07.2021 15:30;Legario F. (Per);Alianza Lima;Ayacucho;4;1;44%;56%;18;16;7;3;8;8;3;5;5;10;1;4;2;3;22;20;0;0;4;2;321;402;30;17;118;112;93;105
18.07.2021 13:15;Espinoza M. (Per);Sport Boys;Cienciano;1;4;58%;42%;9;20;3;8;3;5;3;7;4;6;1;1;4;2;11;13;0;0;2;4;511;369;11;24;135;105;93;74
18.07.2021 11:00;-;Sport Huancayo;Melgar;0;3;59%;41%;12;14;5;4;5;6;2;4;7;3;2;2;1;5;15;29;1;0;5;3;448;312;12;22;128;97;106;70
17.07.2021 15:30;-;AD Cantolao;Sporting Cristal;2;4;41%;59%;10;9;7;6;3;2;0;1;4;3;1;4;2;5;23;14;0;0;4;3;289;431;12;11;87;102;59;54
17.07.2021 13:15;-;San Martín;Carlos Mannucci;0;2;55%;45%;9;17;5;7;2;4;2;6;2;13;4;4;5;5;13;15;1;0;3;1;436;343;14;10;141;108;76;106
17.07.2021 11:00;Perez R. B. (Per);Dep. Municipal;UTC;1;1;48%;52%;8;5;2;4;5;0;1;1;8;2;1;1;3;1;16;22;1;0;3;3;329;351;10;14;110;123;57;77
30.05.2021 14:00;Ortega K. (Per);Sporting Cristal;San Martín;2;0;67%;33%;21;13;8;7;10;1;3;5;11;3;3;2;7;6;16;12;0;2;4;4;643;315;35;11;100;92;71;48
23.05.2021 15:30;Cartagena J. (Per);AD Cantolao;Ayacucho;2;2;48%;52%;7;13;4;7;3;6;-;-;3;5;-;-;5;2;-;-;0;1;3;2;-;-;-;-;93;114;36;71
23.05.2021 15:30;Haro D. (Per);Melgar;Cienciano;3;0;43%;57%;9;17;5;5;2;8;2;4;2;9;1;1;5;2;13;11;0;0;2;4;344;437;17;12;87;95;55;89
23.05.2021 15:30;Ordonez E. (Per);San Martín;Dep. Municipal;1;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;-;-;-;-;-;-;-;-
23.05.2021 15:30;Legario F. (Per);Universitario;Carlos Mannucci;0;0;65%;35%;9;9;1;1;6;7;2;1;3;5;2;4;1;1;12;15;1;0;2;5;464;239;13;15;124;97;88;81
23.05.2021 11:00;Mendoza J. (Per);Sport Huancayo;Sport Boys;0;1;53%;47%;11;18;1;7;7;6;3;5;5;6;0;2;6;1;27;16;1;0;8;4;449;394;10;10;104;98;74;74
22.05.2021 15:30;Quiroz J. (Per);César Vallejo;Sporting Cristal;3;0;46%;54%;11;9;4;0;7;5;0;4;3;5;0;3;0;1;24;15;0;0;5;2;366;421;17;21;82;94;50;70
22.05.2021 13:15;Huaman D. (Per);UTC;Alianza Atl.;0;2;57%;43%;21;16;7;8;8;8;6;0;7;6;0;1;6;7;13;22;1;0;5;4;380;301;18;18;109;90;131;87
21.05.2021 15:30;Palomino M. (Per);Alianza Lima;Alianza Huánuco;2;0;59%;41%;18;5;8;1;8;0;2;4;9;1;6;0;1;6;15;18;0;1;4;3;492;357;19;16;131;98;100;46
21.05.2021 13:15;Ortega K. (Per);Cusco;Binacional;3;1;44%;56%;13;21;6;9;5;10;2;2;2;3;1;3;8;3;10;21;0;0;0;6;351;439;20;16;89;122;46;85
17.05.2021 15:30;Lopez P. (Per);Alianza Atl.;AD Cantolao;0;1;62%;38%;12;10;4;5;5;4;3;1;11;4;4;0;4;4;19;12;0;0;4;2;520;332;10;14;85;97;98;58
17.05.2021 13:15;Legario F. (Per);Sport Boys;Alianza Lima;0;2;43%;57%;8;15;3;5;3;5;2;5;4;8;0;1;3;3;11;21;0;0;2;0;374;490;18;18;97;98;64;73
17.05.2021 11:00;Espinoza J. (Per);Alianza Huánuco;UTC;1;2;60%;40%;6;17;1;6;1;9;4;2;3;8;2;2;4;0;16;34;1;1;2;4;422;271;19;18;98;88;44;85
16.05.2021 15:30;Palomino M. (Per);Sporting Cristal;Sport Huancayo;2;0;50%;50%;20;9;7;3;8;4;5;2;8;3;3;2;3;5;12;15;1;1;4;4;398;397;13;19;94;103;79;64
16.05.2021 11:00;Quiroz J. (Per);Carlos Mannucci;Melgar;2;1;36%;64%;10;13;4;5;2;5;4;3;6;7;1;2;4;2;21;18;0;1;3;4;238;447;16;14;80;98;56;82
15.05.2021 18:00;Alarcon J. (Per);Cienciano;San Martín;0;1;61%;39%;20;9;8;2;9;4;3;3;16;3;2;0;1;8;7;12;0;0;1;0;493;317;15;13;98;71;90;46
15.05.2021 15:30;Perez R. B. (Per);Ayacucho;Universitario;3;3;54%;46%;25;10;6;6;12;4;7;0;9;1;2;2;3;3;20;16;0;3;4;4;334;304;11;16;86;80;84;42
15.05.2021 13:15;Espinoza M. (Per);Dep. Municipal;Cusco;1;1;48%;52%;6;7;2;2;1;3;3;2;4;2;3;3;1;1;10;20;1;0;4;2;357;395;9;11;85;101;66;62
15.05.2021 11:00;Mendoza J. (Per);Binacional;César Vallejo;1;2;44%;56%;15;12;5;7;6;4;4;1;4;5;3;0;5;4;21;15;0;0;2;2;304;400;16;11;97;93;75;55
12.05.2021 15:30;Cartagena J. (Per);Alianza Atl.;Alianza Lima;0;0;28%;72%;15;16;2;6;11;8;2;2;1;7;0;1;6;2;11;14;0;0;4;3;249;627;7;14;78;126;35;91
10.05.2021 15:30;Alarcon J. (Per);Universitario;UTC;1;0;46%;54%;8;19;5;3;2;12;1;4;2;7;5;1;3;4;15;22;0;0;2;4;297;341;15;10;98;118;41;79
10.05.2021 13:00;Quiroz J. (Per);Dep. Municipal;Alianza Huánuco;1;0;45%;55%;14;10;6;3;6;6;2;1;6;3;5;2;3;5;17;12;0;0;3;3;343;417;30;12;84;80;67;62
09.05.2021 15:30;Legario F. (Per);Sport Huancayo;César Vallejo;0;0;44%;56%;13;11;6;1;4;5;3;5;4;1;2;2;1;6;24;18;0;0;4;3;378;484;20;17;136;125;78;61
08.05.2021 18:00;Menendez A. (Per);Carlos Mannucci;Ayacucho;1;1;29%;71%;9;14;5;4;2;2;2;8;3;8;0;1;3;4;12;23;2;2;3;7;223;545;19;20;85;157;44;108
08.05.2021 15:30;Cartagena J. (Per);Cusco;Sporting Cristal;1;2;56%;44%;14;8;4;4;7;3;3;1;6;1;1;0;2;3;13;14;0;1;3;2;481;384;25;15;87;66;72;44
08.05.2021 13:15;Ortega K. (Per);Universitario;Cienciano;3;2;49%;51%;15;22;6;5;6;10;3;7;5;12;1;2;3;3;14;10;1;0;8;4;302;300;17;6;86;110;57;98
08.05.2021 11:00;Espinoza J. (Per);Melgar;Alianza Atl.;1;3;57%;43%;16;8;3;3;6;1;7;4;10;4;1;4;0;2;17;21;1;0;5;3;400;319;9;24;78;67;82;63
07.05.2021 15:30;Ordonez E. (Per);Alianza Lima;Binacional;2;0;70%;30%;15;4;5;2;7;2;3;0;4;2;3;1;2;3;11;20;0;0;1;3;512;228;14;12;148;102;84;53
07.05.2021 13:15;Barbagelatta G. (Per);UTC;San Martín;0;1;51%;49%;17;9;4;3;10;3;3;3;5;2;1;1;2;4;17;18;0;0;3;1;332;327;19;15;126;130;83;62
07.05.2021 11:00;Palomino M. (Per);AD Cantolao;Sport Boys;2;1;47%;53%;17;7;5;3;7;2;5;2;5;1;1;2;2;3;23;16;1;2;6;3;362;404;21;16;101;120;60;62
03.05.2021 18:00;Haro D. (Per);Cienciano;Carlos Mannucci;5;2;64%;36%;21;13;10;4;10;9;1;0;5;4;0;1;2;5;17;13;0;1;1;3;457;251;4;18;127;76;88;51
03.05.2021 15:30;Alarcon J. (Per);César Vallejo;Cusco;1;1;47%;53%;15;7;5;3;7;4;3;0;6;5;3;0;2;4;25;12;2;0;4;3;349;399;17;17;120;135;79;62
03.05.2021 11:00;Seminario L. (Per);Sport Huancayo;Alianza Huánuco;3;3;59%;41%;17;11;7;5;6;6;4;0;4;3;1;3;2;4;12;15;0;0;0;1;492;350;12;12;140;88;91;44
02.05.2021 15:30;Menendez A. (Per);Sporting Cristal;Alianza Lima;2;1;53%;47%;7;10;3;2;3;5;1;3;5;6;1;4;1;1;19;18;0;0;4;2;409;353;19;22;124;109;40;77
01.05.2021 15:30;Palomino M. (Per);Alianza Atl.;Universitario;1;2;39%;61%;10;9;5;4;2;4;3;1;3;4;0;0;2;4;23;16;0;0;4;2;323;491;14;16;95;125;65;66
01.05.2021 11:00;Mendoza J. (Per);Binacional;Melgar;1;1;37%;63%;12;13;2;6;8;4;2;3;4;11;0;2;5;1;17;9;0;0;2;3;255;423;14;8;95;128;44;93
30.04.2021 18:00;Legario F. (Per);Sport Boys;Dep. Municipal;3;1;33%;67%;7;14;3;5;3;6;1;3;1;7;1;1;4;0;22;16;0;0;4;4;226;443;20;10;90;132;38;94
30.04.2021 15:30;Quiroz J. (Per);San Martín;AD Cantolao;1;0;52%;48%;15;9;9;2;3;3;3;4;6;9;2;0;2;8;14;18;1;1;4;4;416;364;12;7;116;129;49;99
30.04.2021 11:00;Villegas H. (Per);UTC;Ayacucho;1;3;41%;59%;6;13;2;5;2;5;2;3;5;4;0;5;2;1;10;23;1;0;4;1;303;446;22;16;70;73;67;53
26.04.2021 15:30;Lopez P. (Per);Cusco;Sport Huancayo;0;1;72%;28%;19;6;5;4;7;2;7;0;5;2;1;1;3;5;23;15;0;2;4;6;583;233;12;19;152;87;96;40
26.04.2021 11:00;Garay Evia L. (Per);Carlos Mannucci;Alianza Atl.;1;3;65%;35%;17;16;7;10;5;3;5;3;5;0;0;3;7;6;16;14;0;0;2;3;507;276;16;11;146;109;107;50
25.04.2021 15:30;Espinoza M. (Per);Universitario;Sporting Cristal;0;1;57%;43%;16;10;3;5;10;3;3;2;6;4;1;2;4;3;13;24;0;0;5;6;423;333;9;16;101;95;79;55
24.04.2021 15:30;Perez R. B. (Per);Alianza Lima;César Vallejo;2;2;38%;62%;11;9;3;5;7;1;1;3;1;8;2;3;3;1;10;17;0;0;3;4;290;482;12;12;100;143;49;83
24.04.2021 13:15;Legario F. (Per);Melgar;San Martín;0;2;56%;44%;12;9;4;4;6;3;2;2;5;1;2;4;2;4;12;18;0;0;4;3;453;372;15;19;124;123;94;54
24.04.2021 11:00;Espinoza J. (Per);Alianza Huánuco;Sport Boys;1;0;42%;58%;8;17;3;7;5;6;0;4;1;6;1;1;7;2;19;17;1;1;4;6;307;410;17;17;96;118;42;90
23.04.2021 18:00;Quiroz J. (Per);Ayacucho;Cienciano;1;1;48%;52%;6;12;2;3;1;6;3;3;4;5;2;3;2;1;27;19;0;0;4;3;311;338;18;10;114;123;65;67
23.04.2021 15:30;Cartagena J. (Per);Dep. Municipal;Binacional;2;1;65%;35%;15;8;4;1;9;4;2;3;6;6;2;1;0;2;12;20;0;1;2;6;508;269;12;5;135;103;85;49
23.04.2021 13:15;Ciriaco L. (Per);AD Cantolao;UTC;0;1;60%;40%;9;11;2;2;4;5;3;4;10;4;4;2;1;2;18;21;0;0;4;4;336;227;15;18;108;85;74;62
15.04.2021 18:00;Villanueva A. (Per);UTC;Melgar;3;1;31%;69%;9;17;3;3;4;6;2;8;4;12;0;3;2;0;21;14;0;0;3;2;194;426;9;8;90;125;38;104
15.04.2021 15:30;Perez R. B. (Per);San Martín;Universitario;0;1;52%;48%;18;3;3;2;6;1;9;0;11;7;0;0;1;3;11;21;0;0;3;4;392;371;11;9;111;93;80;52
15.04.2021 11:00;Lopez P. (Per);Alianza Atl.;Ayacucho;0;1;43%;57%;19;16;5;5;9;4;5;7;5;6;0;0;4;5;18;18;0;1;3;5;301;397;6;11;103;109;61;73
14.04.2021 18:00;Cartagena J. (Per);César Vallejo;Carlos Mannucci;2;1;61%;39%;16;15;6;4;5;3;5;8;6;9;0;2;3;4;20;14;0;2;2;2;459;275;18;25;122;95;84;49
14.04.2021 15:30;Ordonez E. (Per);Sport Huancayo;Alianza Lima;0;0;55%;45%;17;10;4;0;7;5;6;5;5;5;3;1;0;4;13;22;0;0;3;3;401;326;10;17;128;119;78;68
14.04.2021 13:15;Espinoza J. (Per);AD Cantolao;Cienciano;0;2;45%;55%;12;12;3;5;6;3;3;4;7;9;2;3;3;3;15;15;0;0;2;7;347;424;13;17;88;103;60;71
13.04.2021 18:00;Haro D. (Per);Sporting Cristal;Dep. Municipal;3;1;69%;31%;21;4;6;2;9;1;6;1;11;2;0;3;1;3;13;13;0;1;1;4;474;214;18;20;117;75;86;44
13.04.2021 15:30;Ortega K. (Per);Binacional;Alianza Huánuco;2;1;48%;52%;6;4;2;3;4;1;-;-;6;3;1;2;2;1;19;16;0;1;3;4;-;-;-;-;116;110;70;58
13.04.2021 13:15;Menendez A. (Per);Cusco;Sport Boys;2;2;57%;43%;20;5;12;3;5;1;3;1;2;2;0;5;1;10;19;21;0;0;5;4;441;336;10;11;111;94;63;38
12.04.2021 15:30;Perez B. (Per);Melgar;Ayacucho;0;0;58%;42%;11;9;1;4;5;4;5;1;9;1;2;3;4;1;13;17;0;0;2;4;433;313;12;15;102;90;88;57
07.04.2021 15:30;Palomino M. (Per);Ayacucho;San Martín;2;2;58%;42%;16;12;4;2;10;8;2;2;5;7;1;2;0;2;16;12;0;0;3;0;374;274;25;14;91;95;63;69
06.04.2021 15:30;Alarcon J. (Per);Alianza Lima;Dep. Municipal;1;0;49%;51%;8;8;3;3;2;3;3;2;4;2;0;1;3;2;10;14;1;0;4;3;354;361;16;8;101;89;66;45
31.03.2021 15:30;Mendoza J. (Per);Ayacucho;Sport Huancayo;3;0;36%;64%;12;13;4;2;5;8;3;3;3;5;3;3;2;1;20;15;0;0;3;1;298;495;19;14;89;126;45;84
30.03.2021 15:30;Castaneda R. (Per);Alianza Lima;Cusco;2;2;59%;41%;9;14;3;3;3;5;3;6;4;4;2;0;1;1;18;8;0;0;2;0;504;338;11;10;58;60;36;27
29.03.2021 18:00;Palomino M. (Per);Dep. Municipal;César Vallejo;0;4;36%;64%;7;16;1;8;4;5;2;3;3;5;1;0;4;1;20;14;0;0;2;1;284;506;34;14;87;137;34;72
29.03.2021 15:30;Carrillo V. (Per);Alianza Huánuco;Sporting Cristal;0;3;38%;62%;12;22;3;8;6;8;3;6;5;10;1;2;5;3;13;26;0;0;2;3;296;480;15;15;89;103;55;87
29.03.2021 13:15;Espinoza M. (Per);Sport Boys;Binacional;3;2;46%;54%;12;24;6;8;5;11;1;5;3;8;1;1;6;3;16;17;0;0;4;5;387;431;19;22;103;121;35;72
27.03.2021 18:00;Seminario L. (Per);Carlos Mannucci;San Martín;2;0;56%;44%;19;10;6;2;9;5;4;3;5;5;3;1;2;4;13;17;0;1;5;5;395;319;8;6;117;92;70;46
27.03.2021 13:15;Villegas H. (Per);Melgar;AD Cantolao;3;0;50%;50%;7;8;5;3;2;4;0;1;2;8;8;0;3;2;15;14;0;0;1;3;424;421;16;8;101;105;48;56
27.03.2021 11:00;Haro D. (Per);Cienciano;Alianza Atl.;1;0;54%;46%;17;12;5;1;7;8;5;3;11;3;3;2;1;4;7;20;1;1;3;7;340;313;11;13;111;82;83;52
22.03.2021 15:30;Mendoza J. (Per);UTC;Carlos Mannucci;2;2;48%;52%;11;11;4;5;4;2;3;4;4;6;3;0;3;2;19;20;1;0;4;6;337;357;10;13;74;77;63;67
22.03.2021 13:15;Ortega K. (Per);César Vallejo;Alianza Huánuco;0;1;62%;38%;21;1;10;1;11;0;-;-;17;2;-;-;0;10;-;-;0;0;2;4;-;-;-;-;144;65;112;15
22.03.2021 11:00;Legario F. (Per);Sport Huancayo;Binacional;3;0;54%;46%;10;10;5;2;3;5;2;3;3;4;1;4;2;2;12;23;0;0;0;2;478;406;14;14;107;99;56;55
20.03.2021 15:30;Garay Evia L. (Per);Cusco;Cienciano;2;2;45%;55%;16;20;6;6;7;8;3;6;6;8;1;5;4;4;14;16;1;0;3;5;298;368;14;18;91;83;68;82
20.03.2021 13:15;Castaneda R. (Per);San Martín;Alianza Atl.;2;1;60%;40%;6;16;2;4;2;9;2;3;1;8;1;0;3;0;15;12;0;0;3;1;529;346;12;14;75;78;40;94
19.03.2021 18:00;Haro D. (Per);Sporting Cristal;Sport Boys;1;0;60%;40%;9;14;4;3;4;5;1;6;2;5;0;4;3;3;25;18;0;0;5;4;479;315;20;22;113;98;72;62
19.03.2021 15:00;Palomino M. (Per);AD Cantolao;Universitario;3;1;34%;66%;7;11;5;4;2;6;0;1;7;9;2;5;3;2;29;9;1;0;7;1;234;453;12;9;81;107;43;84
15.03.2021 15:30;Perez R. B. (Per);Alianza Huánuco;Cusco;1;0;57%;43%;13;9;5;2;5;4;3;3;6;5;5;1;2;4;16;11;0;1;2;2;427;332;13;13;79;75;69;73
15.03.2021 11:00;Cartagena J. (Per);Alianza Atl.;Carlos Stein;0;0;53%;47%;6;14;0;5;6;9;0;0;4;6;0;5;5;0;17;19;1;0;1;3;-;-;-;-;110;114;52;75
13.03.2021 18:00;Ordonez E. (Per);Sport Boys;César Vallejo;2;3;51%;49%;18;12;8;5;7;4;3;3;4;1;4;2;2;6;21;24;0;0;2;3;394;381;22;16;106;84;72;47
13.03.2021 15:30;Ortega K. (Per);Universitario;Melgar;1;1;52%;48%;7;18;3;6;3;7;1;5;4;8;0;1;5;2;18;28;0;0;3;5;378;340;14;15;108;98;57;69
13.03.2021 11:00;Menendez A. (Per);Carlos Mannucci;AD Cantolao;2;0;50%;50%;11;9;5;2;4;4;2;3;5;6;10;3;2;3;13;16;0;0;2;3;356;346;19;15;81;92;63;57
12.03.2021 18:00;Alarcon J. (Per);Binacional;Sporting Cristal;0;4;34%;66%;11;19;4;6;4;8;3;5;2;5;2;1;2;4;16;12;1;0;2;1;304;569;7;20;50;91;39;65
12.03.2021 15:30;Espinoza M. (Per);Cienciano;UTC;1;0;45%;55%;10;10;2;2;7;5;1;3;6;9;1;4;2;1;15;10;0;0;3;3;360;421;18;24;126;137;69;101
12.03.2021 13:15;Haro D. (Per);Dep. Municipal;Sport Huancayo;0;1;41%;59%;12;15;4;5;4;7;4;3;5;3;2;0;4;4;15;12;0;0;1;2;329;470;15;17;111;137;51;69
